loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
15000,15000,15000,60 months,BAT5019662,16.59,D,D1,Operations Coordinator,7 years,OWN,96000,945xx,CA,10.49,0,2,,,9,0,16874,78.9,15,3025.22,0,0,0,0,,INDIVIDUAL,65th week,0,0,131014,21400
15000,15000,15000,36 months, ,6.89,A,A3,AUTO APPRAISER,< 1 year,MORTGAGE,60000,296xx,SC,12.3,0,0,,58,19,2,21512,34.4,25,320.01,0,0,0,0,,INDIVIDUAL,17th week,0,0,21512,62600
16700,16700,16700,36 months,BAT3563724,13.67,B,B5,Property Administrator,2 years,RENT,46600,946xx,CA,20.06,0,0,,,29,0,13418,45.2,39,1847.63,0,0,0,0,,INDIVIDUAL,48th week,0,0,48226,29700
2700,2700,2700,36 months,BAT5260863,12.69,C,C2,Technical Illustrator,5 years,MORTGAGE,45614,310xx,GA,18.42,0,2,47,44,7,2,2606,65.1,9,54.55,0,0,0,0,47,INDIVIDUAL,9th week,0,0,150856,4000
5000,5000,5000,36 months,BAT3404765,19.05,D,D4,presbyterian senior living,10+ years,RENT,58000,180xx,PA,15.75,0,2,29,,10,0,6867,78.9,25,1524.1,0,0,0,0,33,INDIVIDUAL,122th week,0,0,26875,8700
21000,21000,21000,36 months,,7.9,A,A4,QA Lead,2 years,MORTGAGE,96000,336xx,FL,1.45,0,0,,,5,0,3338,30.3,6,2020.28,0,0,0,0,,INDIVIDUAL,83th week,0,0,358502,11000
10100,10100,10100,36 months, ,14.65,C,C5,owner,7 years,RENT,22000,301xx,GA,30.17,0,0,,,8,0,18743,48.1,17,468.37,0,0,0,0,,INDIVIDUAL,17th week,0,0,18743,39000
10000,10000,10000,60 months, ,12.39,C,C1,Social Worker,8 years,RENT,55000,104xx,NY,5.55,0,0,,,17,0,3769,44.3,32,1313.03,0,0,0,0,,INDIVIDUAL,61th week,0,0,98246,8500
16450,16450,16450,60 months, ,18.75,D,D3,USI Insurance Services,7 years,RENT,75000,115xx,NY,18.96,0,0,,,19,0,23151,73.5,27,2442.61,0,0,0,0,,INDIVIDUAL,48th week,0,0,42352,31500
10000,10000,10000,36 months, ,14.33,C,C1,St. Olaf College,3 years,RENT,60000,550xx,MN,13.92,0,0,,,6,0,3445,80.1,20,460.11,0,522.56,5.2256,0,,INDIVIDUAL,17th week,0,0,15307,4300
10000,10000,10000,60 months,BAT3840785,14.65,C,C5,Program Manager,9 years,MORTGAGE,90000,760xx,TX,4.01,1,4,22,,14,0,6646,23,40,353.92,0,0,0,0,22,INDIVIDUAL,9th week,0,158,218719,28900
22750,22750,22750,36 months, ,11.14,B,B2,Bal harbour tower,10+ years,MORTGAGE,59000,330xx,FL,18.74,0,1,28,,9,0,29401,70.5,15,4076.2,0,0,0,0,,INDIVIDUAL,144th week,0,0,238380,41700
20000,20000,20000,36 months, ,7.89,A,A5,Manager,10+ years,MORTGAGE,60000,631xx,MO,34.46,0,0,,,14,0,48386,56.9,31,497.65,0,0,0,0,,INDIVIDUAL,17th week,0,0,230611,85000
20000,20000,20000,60 months,,13.98,C,C3,"Dialysis Nurse, Acute Coordinator",5 years,RENT,80000,922xx,CA,27.15,0,0,29,,28,0,26911,62.3,43,2990.36,0,0,0,0,,INDIVIDUAL,61th week,0,0,86968,43200
20000,20000,20000,36 months,,6.89,A,A3,mech,2 years,MORTGAGE,60000,532xx,WI,21.18,0,0,,,12,0,14123,25.2,19,99.52,0,0,0,0,,INDIVIDUAL,4th week,0,0,61986,56000
15000,15000,15000,36 months, ,15.31,C,C2,State of CA,10+ years,MORTGAGE,72000,957xx,CA,13.15,0,0,46,38,9,1,7612,73.9,31,1409.71,0,0,0,0,46,INDIVIDUAL,35th week,0,0,335844,10300
16000,16000,16000,36 months, ,6.92,A,A4,Estimator/project manager,10+ years,MORTGAGE,80000,890xx,NV,21.8,0,0,30,,20,0,13862,25.8,49,870.08,0,0,0,0,30,INDIVIDUAL,48th week,0,8542,342714,53700
15000,15000,15000,60 months,BAT5319342,13.98,C,C3,Office Services Supervisor,10+ years,MORTGAGE,50000,303xx,GA,14.88,0,1,,,7,0,13811,88,15,2814.99,0,0,0,0,,INDIVIDUAL,78th week,0,0,146108,15700
24000,24000,24000,36 months,,7.62,A,A3,Clinical Registered Nurse,1 year,RENT,105000,949xx,CA,28.61,1,0,13,,12,0,19054,60.9,24,2504.62,0,0,0,0,,INDIVIDUAL,100th week,0,0,171411,31300
19000,19000,19000,60 months,BAT4217242,15.61,D,D1,shuttle bus driver,2 years,MORTGAGE,69400,302xx,GA,9.18,0,0,43,,13,0,4920,15.7,36,4378.71,0,0,0,0,,INDIVIDUAL,87th week,0,0,80889,31300
9600,9600,9600,36 months, ,19.52,E,E2,Music Teacher,10+ years,MORTGAGE,89000,430xx,OH,23.98,0,0,69,74,22,1,24534,85.2,26,2178.3,0,0,0,0,,INDIVIDUAL,74th week,0,76,119135,28800
12000,12000,12000,36 months, ,7.12,A,A3,Teacher,7 years,MORTGAGE,65000,481xx,MI,13.09,0,0,37,,14,0,21442,56.7,45,823.21,0,0,0,0,,INDIVIDUAL,61th week,0,0,67234,37800
10000,10000,10000,36 months,BAT5662637,12.29,C,C1,Accreditation Consultant,3 years,RENT,50000,235xx,VA,14.81,1,1,20,,11,0,4231,32.5,16,523.88,0,0,0,0,,INDIVIDUAL,26th week,0,0,17603,13000
3600,3600,3600,36 months,BAT4127326,13.66,C,C3,Carpenter,2 years,RENT,40000,196xx,PA,23.4,0,2,,,12,0,8314,50.1,13,479.9,0,0,0,0,,INDIVIDUAL,61th week,0,2000,34493,16600
24600,24600,24600,36 months,BAT4318899,14.99,C,C5,Teacher,10+ years,OWN,70000,216xx,MD,13.24,0,1,,107,16,1,12584,28.5,23,3397.38,0,0,0,0,,INDIVIDUAL,57th week,0,0,23793,44100
20000,20000,20000,60 months, ,10.99,B,B4,Credit & Collections,8 years,MORTGAGE,75000,054xx,VT,24.14,0,0,,,41,0,42148,29.8,76,1208.62,0,0,0,0,,INDIVIDUAL,31th week,0,0,223715,141300
6000,6000,6000,36 months,BAT6612051,6.68,A,A3,Assistant General Manager,4 years,RENT,30000,336xx,FL,10.6,1,0,22,,15,0,9876,46.4,24,267.72,0,0,0,0,,INDIVIDUAL,39th week,0,0,36442,21300
24000,24000,24000,36 months,BAT422167,13.33,C,C3,Electronic Technician,10+ years,MORTGAGE,55000,370xx,TN,20.58,0,0,,,15,0,18346,69.8,25,1718.71,0,0,0,0,,INDIVIDUAL,31th week,0,0,224763,26300
6300,6300,6300,36 months, ,8.19,A,A5,Shipping/ Manufacturing,2 years,OWN,30000,530xx,WI,15.76,2,0,4,,13,0,7105,24.8,26,427.06,0,0,0,0,,INDIVIDUAL,48th week,0,0,15152,28600
10000,10000,10000,36 months,,7.26,A,A4,Administrative Assistant,3 years,RENT,26000,622xx,IL,18.37,0,0,,,20,0,13446,41.4,30,111.42,0,0,0,0,,INDIVIDUAL,9th week,0,140,56172,32500
4900,4900,4900,36 months, ,13.67,C,C4,Server Utility - Dining Services,2 years,RENT,12276,057xx,VT,28.64,1,0,11,,5,0,6374,73.3,9,106.66,0,0,0,0,,INDIVIDUAL,9th week,0,0,6374,8700
21000,21000,21000,36 months,BAT3563724,6.03,A,A1,Product Manager,8 years,RENT,92400,223xx,VA,21.91,0,0,47,,18,0,17962,25.4,29,1801.7,0,0,0,0,,INDIVIDUAL,109th week,0,0,82945,70700
5600,5600,5600,36 months, ,14.33,C,C1,,10+ years,RENT,30000,919xx,CA,13.6,0,3,,55,9,1,11668,32.6,13,992.24,0,427.51,4.126899999,0,,INDIVIDUAL,87th week,0,,,
34350,34350,34275,60 months, ,21.99,E,E4,Lead Systems Integrater,8 years,MORTGAGE,82000,750xx,TX,16.45,1,1,23,,10,0,33692,85.3,17,11346.16,0,0,0,0,33,INDIVIDUAL,91th week,0,0,166546,39500
10900,10900,10900,36 months, ,14.65,C,C5,Switchboard,2 years,RENT,26000,434xx,OH,30.93,0,0,46,,13,0,12211,64.6,23,617.59,0,0,0,0,,INDIVIDUAL,22th week,0,0,24994,18900
5400,5400,5400,36 months,BAT5662637,13.33,C,C3,,n/a,OWN,22000,206xx,MD,38.36,1,1,23,47,9,1,6824,35.9,22,278.13,0,0,0,0,23,INDIVIDUAL,22th week,0,0,11604,19000
28000,28000,28000,60 months,BAT4729018,8.18,B,B1,Property Person,10+ years,MORTGAGE,150000,109xx,NY,31.54,5,0,7,,16,0,45738,86,30,1764.73,0,0,0,0,,INDIVIDUAL,48th week,0,0,275947,53200
28000,28000,28000,36 months, ,9.17,B,B1,ROUTING SPECIALIST,10+ years,MORTGAGE,70000,462xx,IN,22.23,0,2,,,18,0,27717,37.9,30,3138.96,0,0,0,0,,INDIVIDUAL,83th week,0,0,104833,73200
15000,15000,15000,36 months,BAT6248271,12.99,C,C1,sealer,5 years,MORTGAGE,85000,672xx,KS,30.27,0,1,35,,16,0,11017,43.4,43,1898.68,0,0,0,0,54,INDIVIDUAL,65th week,0,0,106062,25400
16000,16000,16000,36 months, ,5.32,A,A1,School Resource Officer,10+ years,MORTGAGE,70000,564xx,MN,25.71,0,0,,,9,0,14325,18.5,32,260.97,0,0,0,0,,INDIVIDUAL,13th week,0,0,212572,77400
13500,13500,13400,36 months, ,8.39,A,A5,Banker,1 year,RENT,40000,809xx,CO,13.6,0,1,,,17,0,15283,59.9,25,1381.39,0,0,0,0,,INDIVIDUAL,83th week,0,0,63531,25500
6000,6000,6000,36 months, ,14.65,C,C5,Manager,10+ years,MORTGAGE,38000,598xx,MT,10.71,0,0,,119,15,1,6381,44.3,31,278.25,0,0,0,0,,INDIVIDUAL,17th week,0,0,132457,14400
5000,5000,5000,36 months,BAT6004464,6.89,A,A3,Inside Sales,10+ years,RENT,48000,928xx,CA,24.28,0,0,,,15,0,23344,40.5,26,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,27789,57700
15000,15000,15000,36 months, ,10.64,B,B4,Marketing Director,1 year,RENT,70000,787xx,TX,9.1,1,0,17,,10,0,6710,26.3,24,124.13,0,0,0,0,17,INDIVIDUAL,4th week,0,0,18145,25500
8000,8000,8000,36 months,BAT5260863,12.69,C,C2,Equity Trader,< 1 year,MORTGAGE,1.00E+05,662xx,KS,29.47,2,1,12,,8,0,26939,70.9,17,236.67,0,0,0,0,,INDIVIDUAL,13th week,0,0,286028,38000
16000,16000,15975,36 months, ,14.09,B,B5,IDT Corporation,4 years,MORTGAGE,106000,770xx,TX,12.51,0,1,,,12,0,35436,46.4,29,3717.65,0,0,0,0,,INDIVIDUAL,156th week,0,0,67800,76400
10050,10050,10050,36 months,BAT5260863,17.57,D,D4,Police officer,3 years,RENT,64000,604xx,IL,20.87,4,4,15,91,6,1,1155,37,21,281.35,0,0,0,0,20,INDIVIDUAL,9th week,0,50,42732,3100
22250,22250,22250,60 months, ,16.29,C,C4,Department of Children and Families,10+ years,MORTGAGE,70824.24,015xx,MA,28.91,2,1,19,,7,0,14349,52.8,31,7168.76,0,0,0,0,19,INDIVIDUAL,161th week,0,0,234518,27200
8400,8400,8400,36 months,,9.99,B,B3,Supervisor,10+ years,RENT,90000,973xx,OR,10.44,5,0,17,,7,0,3533,43.1,21,328.11,0,0,0,0,19,INDIVIDUAL,22th week,0,103,28049,8200
10000,10000,10000,36 months,BAT6004464,7.49,A,A4,Support Staff,< 1 year,MORTGAGE,55500,152xx,PA,15.05,1,0,19,,8,0,13908,41.5,16,0,0,0,0,0,22,INDIVIDUAL,NAth week,0,60,197329,33500
7800,7800,7800,36 months,BAT3780546,18.85,D,D3,wellpoingt,10+ years,RENT,45000,104xx,NY,13.95,0,0,,,11,0,6660,32.6,17,2351.89,0,0,0,0,,INDIVIDUAL,126th week,0,0,24778,20400
12000,12000,12000,36 months,BAT5260863,7.26,A,A4,Teacher,10+ years,MORTGAGE,49000,483xx,MI,22.88,0,1,31,,24,0,13476,37,37,124.03,0,0,0,0,46,INDIVIDUAL,13th week,0,0,106525,36600
14700,14700,14700,36 months, ,13.33,C,C3,Military,10+ years,RENT,35000,782xx,TX,16.15,0,1,53,,8,0,17875,83.9,15,847,0,0,0,0,53,INDIVIDUAL,26th week,0,0,19224,21300
5000,5000,5000,36 months, ,6.89,A,A3,System Adminstrator,3 years,MORTGAGE,110000,800xx,CO,18.68,0,0,,,22,0,33079,66.6,50,106.67,0,0,0,0,,INDIVIDUAL,17th week,0,0,355934,49700
35000,35000,35000,60 months,BAT5060554,22.99,F,F1,Engineer,7 years,MORTGAGE,122000,208xx,MD,13.56,0,0,39,,8,0,16465,77.7,22,6978.48,0,0,0,0,49,INDIVIDUAL,48th week,0,0,48715,21200
5000,5000,4999.695144,60 months, ,11.86,B,B5,MCG Electronics,10+ years,MORTGAGE,87000,117xx,NY,5.61,0,0,,,3,0,88150,41.1,7,1320.19,0,0,0,0,,INDIVIDUAL,157th week,0,,,
28000,28000,28000,36 months,,7.89,A,A5,Private Events Director,1 year,MORTGAGE,72000,922xx,CA,10.65,0,0,,,13,0,37318,50,27,684.43,0,0,0,0,,INDIVIDUAL,17th week,0,0,260207,74700
6000,6000,6000,36 months,,12.49,B,B5,Sales,1 year,RENT,105000,462xx,IN,27.46,0,1,25,,22,0,35096,73.1,36,778.63,0,0,0,0,,INDIVIDUAL,65th week,0,0,73842,48000
23500,23500,23500,36 months,BAT4664105,12.29,C,C1,Events Administrator,10+ years,OWN,90000,077xx,NJ,14.05,0,1,,,17,0,23127,28,24,985.27,0,0,0,0,,INDIVIDUAL,22th week,0,519,448817,82600
35000,35000,35000,36 months,,13.99,C,C4,Officer,10+ years,RENT,115200,939xx,CA,21.36,0,0,25,,31,0,51087,75.9,71,3305.29,0,0,0,0,,INDIVIDUAL,39th week,0,0,318568,67300
20000,20000,19925,36 months, ,10.99,B,B2,BMW of north america,10+ years,MORTGAGE,160000,930xx,CA,17.17,0,0,43,,21,0,124135,56.4,46,2601.27,0,2363,425.34,0,,INDIVIDUAL,78th week,0,0,722117,158800
30000,30000,30000,36 months,BAT5260863,7.26,A,A4,Physician Assistant,10+ years,RENT,130000,112xx,NY,24.35,0,0,,,17,0,47796,77.2,34,506.69,0,0,0,0,,INDIVIDUAL,13th week,0,0,330979,61900
25000,25000,25000,60 months,BAT5060554,24.99,F,F4,Technology Manager,7 years,MORTGAGE,104000,086xx,NJ,13.2,0,0,32,,15,0,4167,20.4,52,5397.58,0,0,0,0,57,INDIVIDUAL,48th week,0,0,213605,20400
23000,23000,23000,60 months,BAT6004464,13.67,C,C4,Systems Engineer,10+ years,MORTGAGE,106000,760xx,TX,21.27,0,2,25,,13,0,29925,86.2,25,227.08,0,0,0,0,,INDIVIDUAL,4th week,0,0,184767,34700
8000,8000,8000,60 months,,25.83,G,G2,accsell inc,< 1 year,OWN,50000,440xx,OH,15.29,0,2,,,7,0,6933,73,8,2267.28,0,0,0,0,,INDIVIDUAL,61th week,0,0,16147,9500
19800,19800,19800,60 months,BAT446479,17.57,D,D4,SGT,7 years,OWN,45000,090xx,DC,26.51,0,0,,,10,0,4937,52,24,3815.32,0,0,0,0,,INDIVIDUAL,74th week,0,0,210382,9500
11200,11200,11200,60 months, ,15.61,D,D1,stockperson,3 years,RENT,30000,956xx,CA,30.04,0,0,,,9,0,7007,66.7,9,280.06,0,0,0,0,,INDIVIDUAL,13th week,0,0,26557,10500
16800,16800,16800,60 months,BAT338166,13.98,C,C3,carpenter,8 years,MORTGAGE,62000,063xx,CT,9.78,0,1,,,11,0,12743,42.3,17,2843.48,0,0,0,0,,INDIVIDUAL,70th week,0,0,76023,30100
16000,16000,16000,60 months, ,15.1,C,C2,manager,10+ years,MORTGAGE,57000,372xx,TN,16.06,0,0,,,12,0,29499,64,21,4548.54,0,0,0,0,,INDIVIDUAL,117th week,0,0,211720,46100
33600,33600,33600,36 months,,14.48,C,C5,Pre-Trial/ Probation Officer,10+ years,MORTGAGE,70000,606xx,IL,19.66,3,0,10,,10,0,15665,66.1,20,0,0,0,0,0,10,INDIVIDUAL,NAth week,0,0,80881,23700
6000,6000,6000,36 months, ,8.9,A,A5,Manager,10+ years,MORTGAGE,59000,450xx,OH,27.22,0,1,,,14,0,14213,86.1,26,765.13,0,0,0,0,,INDIVIDUAL,109th week,0,0,206677,16500
10000,10000,10000,60 months,,14.65,C,C5,RN sole proprietor,10+ years,RENT,50000,913xx,CA,19.78,0,0,,,5,0,13634,89.7,6,1030.92,0,0,0,0,,INDIVIDUAL,39th week,0,0,13634,15200
10800,10800,10800,60 months, ,13.67,B,B5,Engineer,6 years,RENT,110000,074xx,NJ,8.07,0,0,,,9,0,4079,22,13,2602.65,0,0,0,0,,INDIVIDUAL,109th week,0,0,16218,18500
2000,2000,2000,36 months,BAT6248271,6.49,A,A2,Market Analyst,1 year,RENT,47000,852xx,AZ,27.86,0,0,,,11,0,0,0,23,32.44,0,0,0,0,,INDIVIDUAL,13th week,0,0,60120,29600
17000,17000,17000,36 months, ,6.24,A,A2,Controller,5 years,MORTGAGE,120000,985xx,WA,17.43,0,0,32,,14,0,17193,64.4,27,162.77,0,0,0,0,,INDIVIDUAL,13th week,0,0,96823,26900
5275,5275,5275,36 months,BAT6612051,13.33,C,C3,Administrative Assistant,3 years,MORTGAGE,52000,430xx,OH,6.37,0,0,26,32,8,2,8171,73,26,426.7,0,0,0,0,53,INDIVIDUAL,39th week,0,0,194197,11200
15600,15600,15600,36 months, ,10.15,B,B2,educator,10+ years,MORTGAGE,52000,378xx,TN,24.23,1,2,7,,7,0,19477,60.9,15,1526.95,0,0,0,0,,INDIVIDUAL,57th week,0,0,156750,32000
12000,12000,12000,36 months, ,14.33,C,C1,ups,8 years,RENT,95000,607xx,IL,7.63,0,1,,,8,0,7224,46.3,10,2055.61,0,0,0,0,,INDIVIDUAL,78th week,0,0,21585,15600
7500,7500,7500,36 months,BAT5260863,8.18,B,B1,,n/a,RENT,26326,915xx,CA,13.63,0,0,,38,6,2,9219,65.4,17,97.58,0,0,0,0,,INDIVIDUAL,13th week,0,1616,11188,14100
24000,24000,24000,60 months,BAT5241177,11.53,B,B5,Molding Operations Manager,8 years,RENT,90000,641xx,MO,21.52,0,1,,,32,0,15979,85,41,667.82,0,0,0,0,,INDIVIDUAL,13th week,0,0,117375,18800
20000,20000,19975,36 months, ,6.62,A,A2,CBIZ Tofias,< 1 year,MORTGAGE,92000,020xx,MA,12.84,0,0,55,,13,0,15059,40.1,23,1284.02,0,0,0,0,,INDIVIDUAL,61th week,0,0,326811,37529
14000,14000,14000,36 months,BAT5319342,10.99,B,B3,Senior Network and Systems Analyst,9 years,RENT,54000,190xx,PA,13.31,0,1,,,9,0,11803,94.4,15,1791.05,0,0,0,0,,INDIVIDUAL,74th week,0,0,16826,12500
10775,10775,10775,36 months,BAT446479,16.99,D,D3,Warehouse Assistant,9 years,MORTGAGE,37716,331xx,FL,23.51,1,0,16,,10,0,12227,69.5,13,2020.26,0,0,0,0,16,INDIVIDUAL,74th week,0,0,22135,17600
8975,8975,8975,36 months,BAT3041298,12.12,B,B3,Hilton Miami Airport,6 years,RENT,26000,331xx,FL,23.52,2,1,17,,11,0,2894,21.4,28,1712.68,0,0,0,0,57,INDIVIDUAL,131th week,0,0,8043,13500
7125,7125,7125,36 months,BAT5642237,9.67,B,B1,K. R.,6 years,RENT,24000,112xx,NY,20.65,0,0,51,,11,0,8609,29.3,19,1109.22,0,0,0,0,,INDIVIDUAL,157th week,0,,,
20000,20000,20000,36 months,BAT3563724,11.99,B,B3,Sales Professional,3 years,MORTGAGE,180000,774xx,TX,11.22,0,2,,119,13,1,18284,60.7,24,3559.85,0,0,0,0,,INDIVIDUAL,113th week,0,0,385603,30100
5000,5000,5000,36 months, ,12.69,C,C2,Full time driver,10+ years,MORTGAGE,105000,765xx,TX,14.79,0,0,29,,11,0,16399,76.6,47,248.58,0,0,0,0,82,INDIVIDUAL,22th week,0,0,187961,21400
35000,35000,35000,60 months, ,14.49,C,C4,"Director, PFS",1 year,MORTGAGE,135000,176xx,PA,17.68,0,1,,,35,0,9797,15.5,43,6485.16,0,0,0,0,,INDIVIDUAL,74th week,0,0,541226,63400
6500,6500,6250,36 months,,7.49,A,A4,ASRC Energy Services,6 years,MORTGAGE,170000,707xx,LA,13.59,0,0,,,12,0,5795,43.6,29,773.73,0,0,0,0,,INDIVIDUAL,161th week,0,,,
8000,8000,8000,36 months,BAT4106493,5.32,A,A1,Kitchen Manager / Executive Chef,5 years,RENT,32000,752xx,TX,8.96,0,0,,,7,0,8343,43.9,11,66.47,0,0,0,0,,INDIVIDUAL,9th week,0,0,8343,19000
6000,6000,6000,36 months,BAT3554832,6.03,A,A1,"Innova Systems Intl, LLC.",< 1 year,OWN,55000,920xx,CA,6.91,0,0,,,6,0,3803,11.5,9,124.71,0,0,0,0,,INDIVIDUAL,30th week,0,0,12267,33000
5000,5000,5000,36 months, ,16.55,D,D2,,n/a,MORTGAGE,23000,315xx,GA,34.66,0,1,,86,9,1,6466,61,18,239.21,0,0,0,0,,INDIVIDUAL,13th week,0,0,65606,10600
12000,12000,12000,60 months,BAT4711174,22.4,E,E3,CORRECTIONS OFFICER,10+ years,OWN,65500,187xx,PA,34.88,0,1,48,,8,0,10918,40.9,31,4884.85,0,0,0,0,48,INDIVIDUAL,109th week,0,801,112778,26700
33425,33425,33400,60 months,BAT4711174,23.4,E,E5,Material Handler,10+ years,MORTGAGE,88522,935xx,CA,23.01,0,2,,,16,0,26571,58.8,31,13782.86,0,0,0,0,,INDIVIDUAL,109th week,0,0,190482,45200
10000,10000,10000,36 months, ,13.66,C,C3,Settlement Closer,9 years,RENT,117000,080xx,NJ,10.69,4,0,11,81,10,1,5036,48,14,1090.36,0,0,0,0,,INDIVIDUAL,48th week,0,532,60943,10500
15000,15000,15000,60 months, ,12.99,C,C1,Supervisor,10+ years,MORTGAGE,85000,600xx,IL,21.05,0,0,51,,8,0,0,,22,2078.39,0,0,0,0,52,INDIVIDUAL,61th week,0,1300,238339,0
4000,4000,4000,36 months, ,11.99,C,C1,HR analyst,10+ years,MORTGAGE,85000,221xx,VA,5.92,2,0,23,,5,0,871,15,11,0,0,0,0,0,23,INDIVIDUAL,NAth week,0,0,124296,5800
10000,10000,10000,36 months, ,13.66,C,C3,Member,< 1 year,MORTGAGE,25000,945xx,CA,4.64,0,0,,,14,0,2137,5.5,17,1262.68,0,0,0,0,,INDIVIDUAL,57th week,0,0,2137,38700
10000,10000,10000,36 months, ,8.19,A,A5,VP of Marketing,2 years,RENT,51000,296xx,SC,16.9,2,0,20,,15,0,8369,50.1,50,741.41,0,0,0,0,20,INDIVIDUAL,52th week,0,0,52517,16700
10000,10000,10000,36 months,BAT6492646,13.49,C,C1,Art Van Furniture,10+ years,MORTGAGE,62000,480xx,MI,18.04,0,2,33,,11,0,5665,33.7,30,1928.52,0,0,0,0,,INDIVIDUAL,109th week,0,,,
18450,18450,18400,60 months,BAT528686,16.29,C,C4,Frontier Communications,10+ years,MORTGAGE,43000,186xx,PA,14.9,2,0,7,,9,0,20044,82.8,16,4631.97,0,1947.31,350.5158,0,,INDIVIDUAL,91th week,0,59,80610,24200
20000,20000,20000,36 months,BAT4268557,6.68,A,A3,"OR Director, RN",6 years,MORTGAGE,1.00E+05,880xx,NM,15.28,1,0,19,,14,0,19812,44,29,977.95,0,0,0,0,,INDIVIDUAL,44th week,0,0,164963,45000
8000,8000,8000,36 months,BAT4138794,15.8,C,C3,windsor el camino care center,< 1 year,RENT,24960,958xx,CA,18.7,0,0,,,9,0,7851,55.7,12,2041.14,0,0,0,0,,INDIVIDUAL,135th week,0,0,11295,14100
11375,11375,11375,60 months,,17.57,D,D4,Director of Maintenance,1 year,RENT,70000,719xx,AR,31.87,1,0,4,,14,0,18131,10.4,16,1270.78,0,0,0,0,,INDIVIDUAL,35th week,0,0,88447,50000
8000,8000,8000,36 months,,7.69,A,A4,Move Coordinator,10+ years,MORTGAGE,36500,922xx,CA,20.19,0,0,,,9,0,7678,46.3,14,595.67,0,0,0,0,,INDIVIDUAL,61th week,0,0,128348,16600
32500,32500,32275,60 months,,17.86,D,D5,Sales and Service Representative,< 1 year,RENT,65000,956xx,CA,22.82,0,0,29,,13,0,14178,70.5,23,451.46,0,0,0,0,29,INDIVIDUAL,4th week,0,0,47963,20100
12000,12000,12000,36 months,,9.17,B,B2,,n/a,OWN,30000,496xx,MI,28.56,0,0,,,5,0,26172,71.1,7,175.07,0,0,0,0,,INDIVIDUAL,9th week,0,0,26172,36800
4000,4000,4000,36 months,BAT5260863,16.99,D,D3,Teacher,10+ years,MORTGAGE,58000,277xx,NC,38.94,0,2,,59,21,1,114705,88,30,108.27,0,0,0,0,,INDIVIDUAL,13th week,0,0,409392,130075
25000,25000,24950,36 months,,9.67,B,B1,Sr. Rate Analyst,10+ years,MORTGAGE,67368,786xx,TX,16.62,0,0,71,,19,0,29610,65.9,47,3555.94,0,0,0,0,,INDIVIDUAL,113th week,0,0,128088,44900
12000,12000,12000,60 months,BAT5662637,13.33,C,C3,Registered dietitian,10+ years,RENT,61300,318xx,GA,20.97,1,0,8,,8,0,11699,83.6,23,641.69,0,0,0,0,50,INDIVIDUAL,26th week,0,0,35460,14000
6400,6400,6400,36 months, ,7.62,A,A3,,n/a,MORTGAGE,22036,175xx,PA,26.25,0,2,80,,7,0,1593,19.2,24,779.55,0,0,0,0,,INDIVIDUAL,156th week,0,0,13949,8300
15000,15000,15000,60 months, ,13.99,C,C4,nationwide residential sales,10+ years,MORTGAGE,70000,762xx,TX,9.84,0,0,,79,12,1,17911,65.4,20,842.18,0,0,0,0,,INDIVIDUAL,26th week,0,118,17911,27400
20000,20000,20000,60 months, ,13.18,C,C3,Firefighter 3,10+ years,RENT,115000,968xx,HI,14.46,2,3,18,,10,0,14186,40,31,205.03,0,0,0,0,31,INDIVIDUAL,4th week,0,0,30780,35100
15600,15600,15600,36 months,BAT3404765,7.9,A,A4,CUMMINS INC,2 years,MORTGAGE,51000,372xx,TN,18.02,0,1,,,8,0,21857,73.6,29,578.17,0,0,0,0,,INDIVIDUAL,26th week,0,0,227788,29700
3000,3000,3000,36 months,BAT5241177,10.99,B,B4,LVN,< 1 year,RENT,45000,770xx,TX,35.44,1,1,23,,16,0,2054,4.5,51,102.49,0,0,0,0,,INDIVIDUAL,17th week,0,698,63179,45800
10000,10000,9875,36 months,BAT4664105,17.86,D,D5,Core Service Specialist,8 years,RENT,84650,212xx,MD,24.03,0,0,24,,11,0,5180,68.2,31,731.99,0,0,0,1,56,INDIVIDUAL,22th week,0,595,53554,7600
7200,7200,7200,36 months,BAT5260863,15.61,D,D1,Pse,4 years,OWN,25000,301xx,GA,30.77,0,2,42,,9,0,11377,54.7,26,274.51,0,0,0,0,,INDIVIDUAL,13th week,0,0,24971,20800
4000,4000,4000,36 months, ,11.99,C,C1,Audit Manager,5 years,RENT,96000,606xx,IL,11.31,0,0,,,9,0,19293,95.5,12,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,28775,20200
20050,20050,20050,60 months,BAT4138794,17.27,C,C5,PRSA,3 years,RENT,45000,113xx,NY,19.13,0,0,,,17,0,20248,67.9,28,4908.4,0,0,0,0,,INDIVIDUAL,87th week,0,0,21799,29800
